entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
doituongapdung_kiem_toan_vien,DoiTuongApDung,kiểm toán viên,kiểm toán viên,26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
doituongapdung_kiem_toan_vien_hanh_nghe,DoiTuongApDung,kiểm toán viên hành nghề,kiểm toán viên hành nghề,26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
doituongapdung_to_chuc_nghe_nghiep_ve_kiem_toan,DoiTuongApDung,tổ chức nghề nghiệp về kiểm toán,tổ chức nghề nghiệp về kiểm toán,26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
doituongapdung_to_chuc_ca_nhan_khac_co_lien_quan_den_hoat_dong_kiem_toan_doc_lap,DoiTuongApDung,"tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập","tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập",26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
doituongapdung_don_vi_duoc_kiem_toan,DoiTuongApDung,đơn vị được kiểm toán,đơn vị được kiểm toán,26750,gemini,1.0,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
linhvuc_kiem_toan_doc_lap,LinhVuc,Kiểm toán độc lập,Kiểm toán độc lập,26750,gemini,0.9,Luật Kiểm toán độc lập
nganh_tai_chinh,Nganh,Tài chính,Tài chính,26750,gemini,0.8,Bộ Tài chính
nguoiky_nguyen_phu_trong,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,26750,gemini,1.0,Nguyễn Phú Trọng
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,27257,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,27257,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,27257,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài;
doituongapdung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,27257,gemini,1.0,1. Tổ chức tín dụng;
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_he_thong_kiem_soat_noi_bo_va_kiem_toan_noi_bo_cua_to_chuc_tin_dung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",27257,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
linhvuc_ngan_hang,LinhVuc,Ngân hàng,Ngân hàng,27257,gemini,0.9,"tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,27257,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
nguoiky_tran_minh_tuan,NguoiKy,Trần Minh Tuấn,Trần Minh Tuấn,27257,gemini,1.0,Trần Minh Tuấn
chucdanh_thu_truong,ChucDanh,Thứ trưởng,Thứ trưởng,30402,gemini,1.0,THỨ TRƯỞNG
coquan_bo_tai_chinh,CoQuan,Bộ Tài chính,Bộ Tài chính,30402,gemini,1.0,BỘ TÀI CHÍNH
doituongapdung_doanh_nghiep_kiem_toan_chi_nhanh_doanh_nghiep_kiem_toan_nuoc_ngoai_tai_viet_nam,DoiTuongApDung,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam","Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",30402,gemini,1.0,"2. Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán)."
doituongapdung_kiem_toan_vien_dang_ky_hanh_nghe_tai_doanh_nghiep_kiem_toan_chi_nhanh_doanh_nghiep_kiem_toan_nuoc_ngoai_tai_viet_nam,DoiTuongApDung,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam","Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",30402,gemini,1.0,"1. Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam."
doituongapdung_to_chuc_ca_nhan_co_lien_quan_den_viec_dang_ky_quan_ly_va_cong_khai_danh_sach_kiem_toan_vien_hanh_nghe_kiem_toan,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán","Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",30402,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
linhvuc_quan_ly_dich_vu_tai_chinh_va_cac_quy_tai_chinh,LinhVuc,Quản lý dịch vụ tài chính và các quỹ tài chính,Quản lý dịch vụ tài chính và các quỹ tài chính,30402,gemini,0.8,"Hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán"
nguoiky_tran_xuan_ha,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,30402,gemini,1.0,Trần Xuân Hà
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,38128,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,38128,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_cac_don_vi_co_lien_quan_thuoc_ngan_hang_nha_nuoc,DoiTuongApDung,Các đơn vị có liên quan thuộc Ngân hàng Nhà nước,Các đơn vị có liên quan thuộc Ngân hàng Nhà nước,38128,gemini,1.0,1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước.
doituongapdung_nha_may_in_tien_quoc_gia,DoiTuongApDung,Nhà máy in tiền Quốc gia,Nhà máy in tiền Quốc gia,38128,gemini,1.0,2. Nhà máy in tiền Quốc gia.
doituongapdung_to_chuc_ca_nhan_khac_co_lien_quan_den_cong_viec_thiet_ke_mau_tien_che_tao_ban_in_khuon_duc_va_in_duc_tien,DoiTuongApDung,"Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền","Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền",38128,gemini,1.0,"3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
linhvuc_phat_hanh_va_kho_quy,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,38128,gemini,0.9,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,38128,gemini,0.9,"trong hệ thống Ngân hàng Nhà nước, tổ chức tín dụng và chi nhánh ngân hàng nước ngoài"
nguoiky_dao_minh_tu,NguoiKy,Đào Minh Tú,Đào Minh Tú,38128,gemini,1.0,Đào Minh Tú
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,44209,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,44209,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,44209,gemini,1.0,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
doituongapdung_khach_hang_trong_quan_he_giao_dich_tien_mat_tai_san_quy_giay_to_co_gia,DoiTuongApDung,"Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá","Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá",44209,gemini,1.0,"3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
doituongapdung_ngan_hang_nha_nuoc_viet_nam,DoiTuongApDung,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,44209,gemini,1.0,1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước).
doituongapdung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,44209,gemini,1.0,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
linhvuc_phat_hanh_va_kho_quy,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,44209,gemini,0.9,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,44209,gemini,0.95,trong ngành Ngân hàng;
nguoiky_dao_minh_tu,NguoiKy,Đào Minh Tú,Đào Minh Tú,44209,gemini,1.0,Đào Minh Tú
chucdanh_pho_thong_doc,ChucDanh,Phó Thống đốc,Phó Thống đốc,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,1.0,PHÓ THỐNG ĐỐC
coquan_ngan_hang_nha_nuoc_viet_nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
doituongapdung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài.
doituongapdung_cac_to_chuc_ca_nhan_co_lien_quan_den_ho_so_thu_tuc_cap_giay_phep_lan_dau_cua_ngan_hang_thuong_mai_chi_nhanh_ngan_hang_nuoc_ngoai_va_van_phong_dai_dien_nuoc_ngoai,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài","Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,1.0,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
doituongapdung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,1.0,1. Ngân hàng thương mại.
doituongapdung_van_phong_dai_dien_nuoc_ngoai,DoiTuongApDung,Văn phòng đại diện nước ngoài,Văn phòng đại diện nước ngoài,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực thông tin tín dụng và sửa đổi, bổ sung một số điều của các Thông tư liên quan đến cắt giảm, đơn giản hóa, phân cấp thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng"
nguoiky_doan_thai_son,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,gemini,1.0,PHÓ THỐNG ĐỐC Đoàn Thái Sơn
chucdanh_thu_tuong_chinh_phu,ChucDanh,Thủ tướng Chính phủ,Thủ tướng Chính phủ,95652,gemini,1.0,THỦ TƯỚNG CHÍNH PHỦ
coquan_chinh_phu,CoQuan,Chính phủ,Chính phủ,95652,gemini,1.0,CHÍNH PHỦ
doituongapdung_ca_nhan_co_quoc_tich_viet_nam,DoiTuongApDung,Cá nhân có quốc tịch Việt Nam,Cá nhân có quốc tịch Việt Nam,95652,gemini,1.0,Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài.
doituongapdung_cac_co_quan_quan_ly_nha_nuoc,DoiTuongApDung,Các cơ quan quản lý nhà nước,Các cơ quan quản lý nhà nước,95652,gemini,1.0,Các cơ quan quản lý nhà nước tham gia quản lý hoạt động đầu tư gián tiếp ra nước ngoài theo quy định tại Nghị định này.
doituongapdung_cac_to_chuc_ca_nhan_khac_co_lien_quan,DoiTuongApDung,"Các tổ chức, cá nhân khác có liên quan","Các tổ chức, cá nhân khác có liên quan",95652,gemini,1.0,"Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
doituongapdung_to_chuc_kinh_te,DoiTuongApDung,Tổ chức kinh tế,Tổ chức kinh tế,95652,gemini,1.0,Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư
linhvuc_dau_tu,LinhVuc,Đầu tư,Đầu tư,95652,gemini,0.8,Q uy định về đầu tư gián tiếp ra nước ngoài
nganh_ngan_hang,Nganh,Ngân hàng,Ngân hàng,95652,gemini,0.9,"Theo đề nghị của Thố ng đốc Ngân hàng Nhà nước Việt Nam,"
nguoiky_nguyen_tan_dung,NguoiKy,Nguyễn Tấn Dũng,Nguyễn Tấn Dũng,95652,gemini,1.0,Nguyễn Tấn Dũng
chucdanh_thu_truong,ChucDanh,Thứ trưởng,Thứ trưởng,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,THỨ TRƯỞNG
coquan_bo_tai_chinh,CoQuan,Bộ Tài chính,Bộ Tài chính,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,BỘ TÀI CHÍNH
doituongapdung_cong_ty_chung_khoan_cong_ty_quan_ly_quy_dau_tu_chung_khoan,DoiTuongApDung,"Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán",f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,"g) Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán;"
doituongapdung_cong_ty_dai_chung,DoiTuongApDung,Công ty đại chúng,Công ty đại chúng,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,a) Công ty đại chúng;
doituongapdung_doanh_nghiep_nha_nuoc,DoiTuongApDung,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,"b) Doanh nghiệp nhà nước, công ty trách nhiệm hữu hạn một thành viên do doanh nghiệp nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập cổ phần hóa dưới hình thức chào bán chứng khoán ra công chúng;"
doituongapdung_ngan_hang_thuong_mai_chi_nhanh_ngan_hang_nuoc_ngoai_tai_viet_nam,DoiTuongApDung,"Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam","Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam",f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,"k) Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam thực hiện hoạt động lưu ký, bù trừ, thanh toán giao dịch chứng khoán, ngân hàng giám sát;"
doituongapdung_so_giao_dich_chung_khoan_viet_nam_va_cong_ty_con,DoiTuongApDung,Sở giao dịch chứng khoán Việt Nam và công ty con,Sở giao dịch chứng khoán Việt Nam và công ty con,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,h) Sở giao dịch chứng khoán Việt Nam và công ty con; Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và công ty con;
doituongapdung_to_chuc_kiem_toan_duoc_chap_thuan,DoiTuongApDung,Tổ chức kiểm toán được chấp thuận,Tổ chức kiểm toán được chấp thuận,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,đ) Tổ chức kiểm toán được chấp thuận;
doituongapdung_to_chuc_niem_yet_to_chuc_dang_ky_giao_dich,DoiTuongApDung,"Tổ chức niêm yết, tổ chức đăng ký giao dịch","Tổ chức niêm yết, tổ chức đăng ký giao dịch",f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,"d) Tổ chức niêm yết, tổ chức đăng ký giao dịch; tổ chức tư vấn niêm yết, đăng ký giao dịch;"
doituongapdung_to_chuc_phat_hanh,DoiTuongApDung,Tổ chức phát hành,Tổ chức phát hành,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,c) Tổ chức phát hành;
doituongapdung_to_chuc_ca_nhan_viet_nam,DoiTuongApDung,"Tổ chức, cá nhân Việt Nam","Tổ chức, cá nhân Việt Nam",f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là Tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
doituongapdung_to_chuc_ca_nhan_nuoc_ngoai,DoiTuongApDung,"Tổ chức, cá nhân nước ngoài","Tổ chức, cá nhân nước ngoài",f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là Tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
linhvuc_chung_khoan_va_thi_truong_chung_khoan,LinhVuc,Chứng khoán và thị trường chứng khoán,Chứng khoán và thị trường chứng khoán,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
nganh_tai_chinh,Nganh,Tài chính,Tài chính,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,0.9,BỘ TÀI CHÍNH
nguoiky_nguyen_duc_chi,NguoiKy,Nguyễn Đức Chi,Nguyễn Đức Chi,f69936f0-6937-11f1-a48d-29bc6b0fd706,gemini,1.0,Nguyễn Đức Chi
